# Next run begins here.
Lifetime (time steps): 44 	 Distance traveled: 235 	 Average speed: 5.34 	 Overall route: [26, 5, 24, 25]
Lifetime (time steps): 288 	 Distance traveled: 667 	 Average speed: 2.32 	 Overall route: [22, 21, 4, 3, 9, 8]
Lifetime (time steps): 167 	 Distance traveled: 348 	 Average speed: 2.08 	 Overall route: [8, 9, 10, 11, 13]
Lifetime (time steps): 212 	 Distance traveled: 581 	 Average speed: 2.74 	 Overall route: [2, 16, 1, 3, 9, 8]
Lifetime (time steps): 48 	 Distance traveled: 313 	 Average speed: 6.52 	 Overall route: [0, 18, 17, 27]
Lifetime (time steps): 179 	 Distance traveled: 636 	 Average speed: 3.55 	 Overall route: [22, 21, 1, 16, 2]
Lifetime (time steps): 46 	 Distance traveled: 235 	 Average speed: 5.11 	 Overall route: [26, 5, 24, 25]
Lifetime (time steps): 109 	 Distance traveled: 354 	 Average speed: 3.25 	 Overall route: [7, 6, 3, 9, 8]
Lifetime (time steps): 269 	 Distance traveled: 840 	 Average speed: 3.12 	 Overall route: [8, 9, 10, 15, 1, 16, 17, 27]
Lifetime (time steps): 60 	 Distance traveled: 348 	 Average speed: 5.80 	 Overall route: [2, 16, 17, 18, 0]
Lifetime (time steps): 349 	 Distance traveled: 847 	 Average speed: 2.43 	 Overall route: [22, 21, 4, 3, 9, 10, 11, 12]
Lifetime (time steps): 238 	 Distance traveled: 550 	 Average speed: 2.31 	 Overall route: [14, 15, 1, 3, 6, 7]
Lifetime (time steps): 69 	 Distance traveled: 392 	 Average speed: 5.68 	 Overall route: [14, 15, 10, 11, 12]
Lifetime (time steps): 276 	 Distance traveled: 594 	 Average speed: 2.15 	 Overall route: [27, 17, 18, 1, 15, 14]
Lifetime (time steps): 253 	 Distance traveled: 611 	 Average speed: 2.42 	 Overall route: [13, 11, 10, 15, 1, 16, 2]
Lifetime (time steps): 273 	 Distance traveled: 813 	 Average speed: 2.98 	 Overall route: [23, 4, 21, 1, 16, 17, 27]
Lifetime (time steps): 51 	 Distance traveled: 221 	 Average speed: 4.33 	 Overall route: [27, 17, 16, 2]
Lifetime (time steps): 347 	 Distance traveled: 847 	 Average speed: 2.44 	 Overall route: [22, 21, 4, 3, 9, 10, 11, 12]
Lifetime (time steps): 43 	 Distance traveled: 124 	 Average speed: 2.88 	 Overall route: [13, 11, 13]
Lifetime (time steps): 165 	 Distance traveled: 540 	 Average speed: 3.27 	 Overall route: [8, 9, 3, 6, 24, 25]
Lifetime (time steps): 203 	 Distance traveled: 713 	 Average speed: 3.51 	 Overall route: [23, 4, 3, 9, 10, 11, 12]
Lifetime (time steps): 282 	 Distance traveled: 479 	 Average speed: 1.70 	 Overall route: [0, 18, 1, 3, 6, 7]
Lifetime (time steps): 25 	 Distance traveled: 78 	 Average speed: 3.12 	 Overall route: [26, 5, 26]
Lifetime (time steps): 237 	 Distance traveled: 581 	 Average speed: 2.45 	 Overall route: [2, 16, 1, 3, 9, 8]
Lifetime (time steps): 370 	 Distance traveled: 1126 	 Average speed: 3.04 	 Overall route: [7, 6, 3, 4, 21, 1, 16, 17, 27]
Lifetime (time steps): 366 	 Distance traveled: 972 	 Average speed: 2.66 	 Overall route: [25, 24, 5, 4, 21, 1, 16, 2]
Lifetime (time steps): 127 	 Distance traveled: 422 	 Average speed: 3.32 	 Overall route: [8, 9, 10, 11, 12]
Lifetime (time steps): 300 	 Distance traveled: 517 	 Average speed: 1.72 	 Overall route: [0, 18, 1, 3, 9, 8]
Lifetime (time steps): 292 	 Distance traveled: 773 	 Average speed: 2.65 	 Overall route: [22, 21, 4, 3, 9, 10, 11, 13]
Lifetime (time steps): 271 	 Distance traveled: 479 	 Average speed: 1.77 	 Overall route: [0, 18, 1, 3, 6, 7]
Lifetime (time steps): 72 	 Distance traveled: 354 	 Average speed: 4.92 	 Overall route: [7, 6, 3, 9, 8]
Lifetime (time steps): 279 	 Distance traveled: 687 	 Average speed: 2.46 	 Overall route: [2, 16, 1, 3, 9, 10, 11, 13]
Lifetime (time steps): 219 	 Distance traveled: 636 	 Average speed: 2.90 	 Overall route: [22, 21, 1, 16, 2]
Lifetime (time steps): 198 	 Distance traveled: 646 	 Average speed: 3.26 	 Overall route: [25, 24, 6, 3, 9, 10, 11, 13]
Lifetime (time steps): 356 	 Distance traveled: 840 	 Average speed: 2.36 	 Overall route: [8, 9, 10, 15, 1, 16, 17, 27]
Lifetime (time steps): 285 	 Distance traveled: 687 	 Average speed: 2.41 	 Overall route: [2, 16, 1, 3, 9, 10, 11, 13]
Lifetime (time steps): 315 	 Distance traveled: 648 	 Average speed: 2.06 	 Overall route: [27, 17, 18, 1, 3, 9, 8]
Lifetime (time steps): 81 	 Distance traveled: 318 	 Average speed: 3.93 	 Overall route: [14, 15, 10, 11, 13]
Lifetime (time steps): 44 	 Distance traveled: 235 	 Average speed: 5.34 	 Overall route: [26, 5, 24, 25]
Lifetime (time steps): 172 	 Distance traveled: 687 	 Average speed: 3.99 	 Overall route: [2, 16, 1, 3, 9, 10, 11, 13]
Lifetime (time steps): 389 	 Distance traveled: 749 	 Average speed: 1.93 	 Overall route: [8, 9, 10, 15, 1, 16, 2]
Lifetime (time steps): 43 	 Distance traveled: 221 	 Average speed: 5.14 	 Overall route: [2, 16, 17, 27]
Lifetime (time steps): 163 	 Distance traveled: 610 	 Average speed: 3.74 	 Overall route: [27, 17, 18, 1, 3, 6, 7]
Lifetime (time steps): 293 	 Distance traveled: 736 	 Average speed: 2.51 	 Overall route: [14, 15, 1, 3, 6, 24, 25]
Lifetime (time steps): 371 	 Distance traveled: 813 	 Average speed: 2.19 	 Overall route: [23, 4, 21, 1, 16, 17, 27]
Lifetime (time steps): 118 	 Distance traveled: 581 	 Average speed: 4.92 	 Overall route: [2, 16, 1, 3, 9, 8]
Lifetime (time steps): 306 	 Distance traveled: 697 	 Average speed: 2.28 	 Overall route: [0, 18, 1, 3, 9, 10, 11, 12]
Lifetime (time steps): 80 	 Distance traveled: 318 	 Average speed: 3.98 	 Overall route: [13, 11, 10, 15, 14]
Lifetime (time steps): 268 	 Distance traveled: 685 	 Average speed: 2.56 	 Overall route: [12, 11, 10, 15, 1, 16, 2]
Lifetime (time steps): 66 	 Distance traveled: 422 	 Average speed: 6.39 	 Overall route: [12, 11, 10, 9, 8]
Lifetime (time steps): 200 	 Distance traveled: 463 	 Average speed: 2.31 	 Overall route: [14, 15, 1, 18, 0]
Lifetime (time steps): 273 	 Distance traveled: 828 	 Average speed: 3.03 	 Overall route: [27, 17, 18, 1, 3, 9, 10, 11, 12]
Lifetime (time steps): 33 	 Distance traveled: 234 	 Average speed: 7.09 	 Overall route: [14, 15, 14]
Lifetime (time steps): 223 	 Distance traveled: 754 	 Average speed: 3.38 	 Overall route: [27, 17, 18, 1, 3, 9, 10, 11, 13]
Lifetime (time steps): 203 	 Distance traveled: 550 	 Average speed: 2.71 	 Overall route: [14, 15, 1, 3, 6, 7]
Lifetime (time steps): 133 	 Distance traveled: 646 	 Average speed: 4.86 	 Overall route: [25, 24, 6, 3, 9, 10, 11, 13]
Lifetime (time steps): 66 	 Distance traveled: 392 	 Average speed: 5.94 	 Overall route: [12, 11, 10, 15, 14]
Lifetime (time steps): 140 	 Distance traveled: 720 	 Average speed: 5.14 	 Overall route: [25, 24, 6, 3, 9, 10, 11, 12]
Lifetime (time steps): 64 	 Distance traveled: 392 	 Average speed: 6.12 	 Overall route: [12, 11, 10, 15, 14]
Lifetime (time steps): 67 	 Distance traveled: 456 	 Average speed: 6.81 	 Overall route: [14, 15, 10, 9, 8]
